,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,25.0,CHS,NBA,SF,67.0,,,0.394,0.259,,,,,,0.9,2.8,3.6,,
1,1950-51,26.0,INO,NBA,SF,68.0,,,0.377,0.177,,,,,,-0.7,1.9,1.3,,
2,1951-52,27.0,INO,NBA,SF,66.0,2344.0,16.0,0.419,0.208,,,,,,1.3,3.5,4.7,0.097,
3,1952-53,28.0,INO,NBA,SF,71.0,2871.0,16.0,0.421,0.25,,,,,,1.1,3.5,4.6,0.076,
4,1953-54,29.0,TOT,NBA,SF,72.0,2064.0,9.7,0.368,0.15,,,,,,-1.6,0.7,-0.9,-0.02,
5,1953-54,29.0,BLB,NBA,SF,55.0,1879.0,10.5,0.381,0.154,,,,,,-0.8,0.6,-0.3,-0.007,
6,1953-54,29.0,FTW,NBA,SF,17.0,185.0,1.8,0.243,0.105,,,,,,-0.8,0.2,-0.6,-0.154,
7,Career,,,NBA,,344.0,7279.0,14.2,0.401,0.212,,,,,,0.9,12.4,13.3,0.056,
8,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,INO,NBA,,205.0,5215.0,16.0,0.409,0.217,,,,,,1.7,8.9,10.6,0.086,
10,1 season,,CHS,NBA,,67.0,,,0.394,0.259,,,,,,0.9,2.8,3.6,,
11,1 season,,BLB,NBA,,55.0,1879.0,10.5,0.381,0.154,,,,,,-0.8,0.6,-0.3,-0.007,
12,1 season,,FTW,NBA,,17.0,185.0,1.8,0.243,0.105,,,,,,-0.8,0.2,-0.6,-0.154,
