,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1970-71,,PTC,ABA,,6,44,1.7,0.282,0.0,0.75,,,5.8,19.3,32.0,12.4,,-0.1,0.0,-0.1,-0.06,
1,Career,,,ABA,,6,44,1.7,0.282,0.0,0.75,,,5.8,19.3,32.0,12.4,,-0.1,0.0,-0.1,-0.06,
