,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1962-63,22.0,SYR,NBA,SF,78.0,1992.0,14.8,0.526,0.482,,,,,,,,3.3,2.0,5.3,0.129,,,,,
1,1963-64,23.0,PHI,NBA,SF,76.0,2775.0,15.2,0.497,0.415,,,,,,,,3.5,1.9,5.4,0.094,,,,,
2,1964-65,24.0,PHI,NBA,SF,79.0,2187.0,14.3,0.471,0.415,,,,8.5,,,,1.8,1.9,3.7,0.081,,,,,
3,1965-66,25.0,PHI,NBA,SF,80.0,2603.0,15.3,0.514,0.477,,,,9.9,,,,4.2,3.5,7.8,0.143,,,,,
4,1966-67,26.0,PHI,NBA,SF,81.0,2691.0,17.9,0.557,0.505,,,,8.8,,,,7.4,2.7,10.1,0.181,,,,,
5,1967-68,27.0,PHI,NBA,SF,82.0,2623.0,15.9,0.521,0.455,,,,7.5,,,,4.5,3.7,8.2,0.15,,,,,
6,1968-69,28.0,PHI,NBA,SF,82.0,2753.0,16.7,0.548,0.401,,,,7.0,,,,6.8,2.9,9.8,0.17,,,,,
7,1969-70,29.0,CHI,NBA,SF,78.0,2726.0,18.8,0.559,0.455,,,,10.2,,,,7.0,2.7,9.8,0.172,,,,,
8,1970-71,30.0,CHI,NBA,SF,81.0,2927.0,18.9,0.541,0.4,,,9.5,9.4,,,,7.5,3.4,10.9,0.178,,,,,
9,1971-72,31.0,CHI,NBA,SF,78.0,2588.0,21.8,0.583,0.464,,,8.7,10.5,,,,10.0,4.5,14.5,0.268,,,,,
10,1972-73,32.0,CHI,NBA,SF,79.0,2455.0,20.3,0.543,0.362,,,8.1,11.5,,,,7.2,3.6,10.9,0.213,,,,,
11,1973-74,33.0,CHI,NBA,SF,82.0,2661.0,18.5,0.566,0.426,5.0,10.9,7.9,12.2,1.2,0.1,,7.4,3.2,10.6,0.191,,2.7,-0.2,2.6,3.1
12,1974-75,34.0,CHI,NBA,SF,76.0,2452.0,19.5,0.568,0.446,4.9,13.6,9.3,11.8,1.0,0.1,,7.6,2.9,10.5,0.205,,3.2,-0.7,2.5,2.8
13,Career,,,NBA,,1032.0,33433.0,17.6,0.54,0.436,5.0,12.2,8.7,9.7,1.1,0.1,,78.4,38.9,117.4,0.168,,3.0,-0.5,2.5,5.8
14,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7 seasons,,"SYR,PHI",NBA,,558.0,17624.0,15.8,0.521,0.449,,,,8.3,,,,31.6,18.7,50.3,0.137,,,,,
16,6 seasons,,CHI,NBA,,474.0,15809.0,19.6,0.559,0.424,5.0,12.2,8.7,10.9,1.1,0.1,,46.8,20.2,67.0,0.204,,3.0,-0.5,2.5,5.8
