,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1973-74,23.0,HOU,NBA,SF,81,1773,12.5,0.476,0.221,5.7,11.5,8.6,13.5,2.3,0.8,,,,0.8,1.3,2.1,0.058,,-0.9,0.2,-0.7,0.6
1,1974-75,24.0,HOU,NBA,SF,80,2563,14.9,0.503,0.223,8.0,12.0,10.0,14.1,2.7,1.1,,,,3.1,2.5,5.6,0.105,,1.0,0.7,1.7,2.4
2,1975-76,25.0,HOU,NBA,SF,72,2401,13.5,0.54,0.318,5.0,11.9,8.6,14.1,2.2,0.8,,,,3.0,1.5,4.5,0.09,,0.1,0.6,0.7,1.6
3,1976-77,26.0,HOU,NBA,SF,37,533,10.8,0.462,0.261,5.1,10.5,7.9,10.6,1.8,0.6,,,,0.2,0.3,0.5,0.044,,-0.7,-0.3,-0.9,0.1
4,1977-78,27.0,HOU,NBA,SF,68,1163,11.5,0.452,0.152,5.0,9.9,7.4,16.8,2.4,1.0,16.8,13.6,,0.5,0.5,1.0,0.042,,-0.8,0.9,0.1,0.6
5,Career,,,NBA,,338,8433,13.3,0.498,0.24,6.1,11.5,8.8,14.1,2.4,0.9,16.8,13.6,,7.7,6.1,13.8,0.078,,0.0,0.5,0.5,5.4
