,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1965-66,23.0,PHI,NBA,,7.0,30.0,3.5,0.333,0.0,,,,15.7,,,,-0.1,0.0,0.0,-0.01,,,,,
1,1966-67,24.0,PHI,NBA,PG,6.0,29.0,14.3,0.492,0.5,,,,41.6,,,,0.0,0.0,0.1,0.122,,,,,
2,1967-68,25.0,SEA,NBA,PG,82.0,1614.0,15.8,0.503,0.37,,,,27.5,,,,2.1,0.9,2.9,0.086,,,,,
3,1968-69,26.0,TOT,NBA,PG,77.0,1478.0,10.7,0.444,0.321,,,,18.5,,,,-0.1,1.7,1.7,0.054,,,,,
4,1968-69,26.0,MIL,NBA,PG,15.0,242.0,8.6,0.384,0.298,,,,14.9,,,,-0.5,0.1,-0.3,-0.066,,,,,
5,1968-69,26.0,CHI,NBA,PG,62.0,1236.0,11.1,0.462,0.327,,,,19.2,,,,0.4,1.6,2.0,0.078,,,,,
6,1969-70,27.0,CHI,NBA,PG,82.0,2544.0,12.5,0.488,0.296,,,,24.4,,,,1.1,2.4,3.6,0.068,,,,,
7,1970-71,28.0,CHI,NBA,PG,82.0,2237.0,12.6,0.503,0.408,,,4.0,23.0,,,,2.2,2.6,4.7,0.102,,,,,
8,1971-72,29.0,CHI,NBA,PG,82.0,2450.0,12.4,0.492,0.305,,,3.3,20.6,,,,1.7,3.9,5.6,0.11,,,,,
9,1972-73,30.0,CHI,NBA,PG,82.0,2086.0,12.0,0.486,0.289,,,3.6,19.0,,,,1.4,2.9,4.3,0.099,,,,,
10,1973-74,31.0,CHI,NBA,SG,79.0,1708.0,15.4,0.523,0.301,1.9,4.4,3.1,26.2,2.8,0.4,,2.0,2.4,4.4,0.124,,0.1,1.4,1.4,1.5
11,1974-75,32.0,BUF,NBA,PG,76.0,1338.0,10.5,0.444,0.257,1.7,6.1,4.0,23.6,2.7,0.7,,-0.1,1.2,1.1,0.04,,-2.4,1.2,-1.2,0.3
12,1975-76,33.0,BUF,NBA,PG,66.0,995.0,10.0,0.522,0.262,1.4,5.4,3.5,19.0,2.1,0.7,,0.6,0.8,1.4,0.066,,-1.7,1.0,-0.7,0.3
13,1976-77,34.0,WSB,NBA,PG,62.0,768.0,11.3,0.512,0.278,2.1,7.1,4.6,20.9,3.1,0.5,,0.5,1.0,1.4,0.089,,-1.7,2.6,0.9,0.6
14,Career,,,NBA,,783.0,17277.0,12.5,0.491,0.319,1.8,5.5,3.6,22.5,2.7,0.6,,11.3,19.9,31.2,0.087,,-1.3,1.5,0.2,2.6
15,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6 seasons,,CHI,NBA,,469.0,12261.0,12.7,0.493,0.319,1.9,4.4,3.5,22.2,2.8,0.4,,8.9,15.8,24.7,0.097,,0.1,1.4,1.4,1.5
17,2 seasons,,BUF,NBA,,142.0,2333.0,10.3,0.476,0.259,1.6,5.8,3.7,21.6,2.5,0.7,,0.4,2.0,2.5,0.051,,-2.1,1.1,-1.0,0.6
18,1 season,,SEA,NBA,,82.0,1614.0,15.8,0.503,0.37,,,,27.5,,,,2.1,0.9,2.9,0.086,,,,,
19,1 season,,WSB,NBA,,62.0,768.0,11.3,0.512,0.278,2.1,7.1,4.6,20.9,3.1,0.5,,0.5,1.0,1.4,0.089,,-1.7,2.6,0.9,0.6
20,1 season,,MIL,NBA,,15.0,242.0,8.6,0.384,0.298,,,,14.9,,,,-0.5,0.1,-0.3,-0.066,,,,,
21,2 seasons,,PHI,NBA,,13.0,59.0,8.8,0.425,0.263,,,,28.4,,,,0.0,0.1,0.1,0.055,,,,,
