,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1970-71,25.0,FLO,ABA,C,70,1151,10.0,0.485,0.003,0.323,,,13.4,6.2,,15.0,16.2,,0.3,0.9,1.1,0.048,
1,1971-72,26.0,FLO,ABA,C,6,63,12.4,0.51,0.0,1.071,10.6,32.9,21.5,12.3,,25.4,16.9,,0.0,0.1,0.1,0.086,
2,Career,,,ABA,,76,1214,10.1,0.486,0.003,0.35,10.6,32.9,13.8,6.6,,15.5,16.2,,0.3,1.0,1.3,0.05,
