,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,24.0,INO,NBA,,47,,,0.324,0.22,,,,,,-0.8,0.5,-0.3,,
1,Career,,,NBA,,47,,,0.324,0.22,,,,,,-0.8,0.5,-0.3,,
