,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,25.0,BOS,BAA,,49,,,0.272,0.221,,,,,,-1.1,0.7,-0.4,,
1,1947-48,26.0,BOS,BAA,,4,,,0.419,0.231,,,,,,0.1,0.0,0.1,,
2,Career,,,BAA,,53,,,0.277,0.221,,,,,,-1.0,0.7,-0.3,,
