,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1973-74,22.0,BOS,NBA,SF,28,163,18.1,0.506,0.126,13.4,16.2,14.8,4.0,0.8,0.3,,0.3,0.2,0.5,0.143,,-0.5,-1.1,-1.6,0.1
1,1974-75,23.0,BOS,NBA,SF,3,24,16.9,0.545,0.0,4.2,24.6,14.5,12.7,1.9,0.0,,0.0,0.0,0.1,0.146,,-3.5,0.3,-3.2,0.0
2,Career,,,NBA,,31,187,18.0,0.51,0.114,12.2,17.2,14.8,5.1,0.9,0.3,,0.3,0.3,0.6,0.143,,-0.9,-0.9,-1.8,0.1
