,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1955-56,22.0,NYK,NBA,PF,70.0,2069.0,17.9,0.515,0.445,,,,,,4.8,1.4,6.2,0.144,
1,1956-57,23.0,NYK,NBA,SF,72.0,2516.0,16.7,0.517,0.591,,,,,,6.4,1.6,8.0,0.153,
2,1957-58,24.0,NYK,NBA,PF,72.0,2685.0,18.5,0.534,0.542,,,,,,8.3,1.7,10.0,0.179,
3,1958-59,25.0,NYK,NBA,PF,71.0,2498.0,22.6,0.59,0.587,,,,,,11.9,1.5,13.3,0.256,
4,1959-60,26.0,NYK,NBA,PF,64.0,2099.0,21.8,0.567,0.484,,,,,,7.6,1.2,8.8,0.201,
5,1960-61,27.0,NYK,NBA,SF,52.0,1396.0,16.1,0.527,0.572,,,,,,3.6,0.4,4.0,0.138,
6,1962-63,29.0,TOT,NBA,SF,77.0,1141.0,13.8,0.599,0.553,,,,,,2.9,0.7,3.7,0.155,
7,1962-63,29.0,NYK,NBA,,23.0,359.0,13.3,0.543,0.5,,,,,,0.6,0.2,0.8,0.104,
8,1962-63,29.0,SFW,NBA,SF,54.0,782.0,14.1,0.623,0.575,,,,,,2.4,0.5,2.9,0.178,
9,1963-64,30.0,SFW,NBA,SF,51.0,519.0,12.1,0.549,0.658,,,,,,1.0,0.8,1.8,0.165,
10,Career,,,NBA,,529.0,14923.0,18.5,0.548,0.542,,,,,,46.6,9.2,55.8,0.179,
11,,,,,,,,,,,,,,,,,,,,
12,7 seasons,,NYK,NBA,,424.0,13622.0,19.0,0.545,0.538,,,,,,43.2,7.9,51.1,0.18,
13,2 seasons,,SFW,NBA,,105.0,1301.0,13.3,0.596,0.605,,,,,,3.3,1.4,4.7,0.173,
