,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,24.0,CHS,BAA,,48.0,,,0.299,0.204,,,,,,-0.6,1.9,1.3,,
1,1948-49,25.0,CHS,BAA,,56.0,,,0.39,0.275,,,,,,1.9,3.4,5.3,,
2,1949-50,26.0,TRI,NBA,,35.0,,,0.405,0.369,,,,,,1.0,1.2,2.2,,
3,1950-51,27.0,TRI,NBA,,29.0,,,0.484,0.588,,,,,,1.0,0.6,1.6,,
4,1951-52,28.0,MLH,NBA,,7.0,118.0,6.0,0.358,0.538,,,,,,-0.1,0.1,0.0,-0.008,
5,Career,,,TOT,,175.0,118.0,6.0,0.368,0.292,,,,,,3.1,7.2,10.3,-0.008,
6,,,,BAA,,104.0,,,0.347,0.241,,,,,,1.2,5.3,6.6,,
7,,,,NBA,,71.0,118.0,6.0,0.423,0.432,,,,,,1.9,1.9,3.8,-0.008,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,CHS,BAA,,104.0,,,0.347,0.241,,,,,,1.2,5.3,6.6,,
10,3 seasons,,"TRI,MLH",NBA,,71.0,118.0,6.0,0.423,0.432,,,,,,1.9,1.9,3.8,-0.008,
