,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1977-78,23.0,HOU,NBA,SF,20,110,4.0,0.374,0.588,9.4,10.9,10.1,7.5,0.9,1.0,27.2,10.7,,-0.1,0.0,-0.1,-0.042,,-4.1,-0.6,-4.6,-0.1
1,Career,,,NBA,,20,110,4.0,0.374,0.588,9.4,10.9,10.1,7.5,0.9,1.0,27.2,10.7,,-0.1,0.0,-0.1,-0.042,,-4.1,-0.6,-4.6,-0.1
