,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,,ANA,ABA,PF,25,403,9.9,0.477,0.0,0.181,,,9.9,4.4,15.8,15.9,,0.2,0.1,0.3,0.042,
1,Career,,,ABA,,25,403,9.9,0.477,0.0,0.181,,,9.9,4.4,15.8,15.9,,0.2,0.1,0.3,0.042,
