,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1966-67,22.0,BAL,NBA,SF,74.0,1323.0,14.4,0.498,0.296,,,,7.8,,,,1.6,0.9,2.5,0.09,,,,,
1,1967-68,23.0,BAL,NBA,SF,82.0,2037.0,15.9,0.518,0.337,,,,7.5,,,,3.3,2.0,5.4,0.126,,,,,
2,1968-69,24.0,BAL,NBA,SF,82.0,2710.0,15.8,0.515,0.317,,,,11.1,,,,4.4,4.1,8.5,0.151,,,,,
3,1969-70,25.0,BAL,NBA,SF,82.0,2947.0,16.0,0.535,0.249,,,,9.7,,,,5.0,3.3,8.3,0.136,,,,,
4,1970-71,26.0,BAL,NBA,SF,82.0,2920.0,15.7,0.51,0.251,,,7.7,10.4,,,,4.1,3.4,7.5,0.123,,,,,
5,1971-72,27.0,BAL,NBA,SF,78.0,2927.0,18.2,0.536,0.276,,,8.5,8.9,,,,6.6,2.5,9.1,0.149,,,,,
6,1972-73,28.0,HOU,NBA,SF,81.0,3019.0,15.1,0.511,0.219,,,7.7,12.8,,,,4.2,1.9,6.1,0.098,,,,,
7,1973-74,29.0,TOT,NBA,SF,74.0,1782.0,14.4,0.548,0.252,3.5,9.6,6.6,13.2,1.1,0.7,,2.9,0.7,3.6,0.097,,-0.1,-1.1,-1.2,0.4
8,1973-74,29.0,HOU,NBA,SF,47.0,1102.0,13.1,0.516,0.221,2.8,7.4,5.1,15.5,0.9,0.4,,1.3,0.2,1.5,0.067,,-0.6,-1.7,-2.4,-0.1
9,1973-74,29.0,BUF,NBA,SF,27.0,680.0,16.6,0.598,0.305,4.5,13.1,8.9,9.3,1.5,1.3,,1.6,0.5,2.1,0.146,,0.8,-0.1,0.7,0.5
10,1974-75,30.0,BUF,NBA,SF,81.0,2147.0,12.8,0.51,0.266,5.1,11.8,8.6,8.6,1.1,0.4,,2.4,1.5,3.9,0.087,,-1.0,-1.1,-2.1,-0.1
11,1975-76,31.0,TOT,NBA,SF,79.0,1909.0,12.7,0.473,0.232,3.5,10.3,6.7,11.9,1.1,0.3,,1.6,1.4,3.1,0.077,,-0.8,-0.7,-1.5,0.3
12,1975-76,31.0,BUF,NBA,SF,12.0,278.0,11.9,0.502,0.351,3.9,10.9,7.5,11.2,1.1,1.1,,0.2,0.2,0.4,0.07,,-1.3,-0.4,-1.7,0.0
13,1975-76,31.0,CHI,NBA,SF,67.0,1631.0,12.8,0.469,0.216,3.4,10.2,6.6,12.1,1.1,0.2,,1.4,1.2,2.7,0.078,,-0.7,-0.7,-1.4,0.2
14,1976-77,32.0,CHI,NBA,SF,54.0,869.0,11.1,0.485,0.109,3.2,7.8,5.4,11.4,0.7,0.4,,0.6,0.7,1.3,0.073,,-1.5,-1.0,-2.5,-0.1
15,Career,,,NBA,,849.0,24590.0,15.2,0.516,0.262,4.0,10.2,7.6,10.3,1.1,0.5,,36.9,22.4,59.3,0.116,,-0.7,-1.0,-1.7,0.5
16,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6 seasons,,BAL,NBA,,480.0,14864.0,16.2,0.521,0.282,,,8.1,9.5,,,,25.1,16.2,41.3,0.133,,,,,
18,2 seasons,,HOU,NBA,,128.0,4121.0,14.5,0.513,0.219,2.8,7.4,7.0,13.5,0.9,0.4,,5.6,2.1,7.7,0.089,,-0.6,-1.7,-2.4,-0.1
19,2 seasons,,CHI,NBA,,121.0,2500.0,12.2,0.474,0.18,3.3,9.3,6.2,11.8,1.0,0.2,,2.1,1.9,4.0,0.076,,-1.0,-0.8,-1.8,0.1
20,3 seasons,,BUF,NBA,,120.0,3105.0,13.5,0.529,0.281,4.9,12.0,8.6,9.0,1.2,0.6,,4.2,2.2,6.4,0.098,,-0.6,-0.9,-1.5,0.4
