,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,23.0,DTF,BAA,,60.0,,,0.338,0.334,,,,,,4.7,5.7,10.3,,
1,1947-48,24.0,CHS,BAA,,48.0,,,0.357,0.358,,,,,,3.5,1.9,5.5,,
2,1948-49,25.0,CHS,BAA,,58.0,,,0.387,0.443,,,,,,0.9,2.5,3.5,,
3,1949-50,26.0,CHS,NBA,,68.0,,,0.445,0.478,,,,,,2.8,2.9,5.8,,
4,1951-52,28.0,BLB,NBA,PF,66.0,2174.0,16.6,0.447,0.526,,,,,,2.6,1.4,4.1,0.089,
5,1952-53,29.0,TOT,NBA,,65.0,1584.0,13.7,0.429,0.508,,,,,,0.7,1.4,2.1,0.064,
6,1952-53,29.0,BLB,NBA,,25.0,835.0,16.4,0.476,0.521,,,,,,1.4,0.2,1.6,0.094,
7,1952-53,29.0,MLH,NBA,SF,40.0,749.0,10.8,0.382,0.496,,,,,,-0.7,1.2,0.5,0.032,
8,Career,,,TOT,,365.0,3758.0,15.4,0.39,0.421,,,,,,15.3,15.9,31.2,0.079,
9,,,,NBA,,199.0,3758.0,15.4,0.441,0.508,,,,,,6.1,5.8,11.9,0.079,
10,,,,BAA,,166.0,,,0.354,0.363,,,,,,9.2,10.1,19.3,,
11,,,,,,,,,,,,,,,,,,,,
12,3 seasons,,CHS,BAA,,174.0,,,0.388,0.411,,,,,,7.3,7.4,14.7,,
13,2 seasons,,BLB,NBA,,91.0,3009.0,16.6,0.455,0.525,,,,,,4.0,1.7,5.7,0.091,
14,1 season,,DTF,BAA,,60.0,,,0.338,0.334,,,,,,4.7,5.7,10.3,,
15,1 season,,MLH,NBA,,40.0,749.0,10.8,0.382,0.496,,,,,,-0.7,1.2,0.5,0.032,
