,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,25.0,MNL,NBA,,63.0,,,0.416,0.502,,,,,,0.7,1.4,2.1,,
1,1951-52,26.0,TOT,NBA,PG,65.0,1725.0,10.4,0.403,0.451,,,,,,0.1,1.1,1.2,0.033,
2,1951-52,26.0,MLH,NBA,,43.0,1077.0,8.7,0.368,0.375,,,,,,-0.9,0.8,-0.1,-0.004,
3,1951-52,26.0,BLB,NBA,PG,22.0,648.0,13.3,0.462,0.588,,,,,,1.0,0.3,1.3,0.096,
4,1952-53,27.0,BLB,NBA,SG,46.0,643.0,12.3,0.423,0.429,,,,,,0.3,0.1,0.5,0.035,
5,Career,,,NBA,,174.0,2368.0,10.9,0.411,0.461,,,,,,1.2,2.6,3.8,0.034,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,BLB,NBA,,68.0,1291.0,12.8,0.442,0.503,,,,,,1.3,0.5,1.8,0.066,
8,1 season,,MNL,NBA,,63.0,,,0.416,0.502,,,,,,0.7,1.4,2.1,,
9,1 season,,MLH,NBA,,43.0,1077.0,8.7,0.368,0.375,,,,,,-0.9,0.8,-0.1,-0.004,
