,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1968-69,24.0,LAS,ABA,SF,46,609,10.5,0.471,0.009,0.306,,,13.4,7.2,20.2,18.7,,0.1,0.4,0.5,0.039,
1,Career,,,ABA,,46,609,10.5,0.471,0.009,0.306,,,13.4,7.2,20.2,18.7,,0.1,0.4,0.5,0.039,
