,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1967-68,22.0,SEA,NBA,SF,44,478,4.7,0.343,0.209,,,,8.8,,-0.9,0.2,-0.7,-0.072,
1,1968-69,23.0,SEA,NBA,SF,23,160,2.3,0.264,0.076,,,,5.6,,-0.7,0.1,-0.6,-0.188,
2,Career,,,NBA,,67,638,4.1,0.32,0.168,,,,8.0,,-1.6,0.3,-1.3,-0.101,
