,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1968-69,24.0,LAL,NBA,PF,75.0,1455.0,11.2,0.469,0.201,,,,7.1,,,,0.5,1.2,1.7,0.056,,,,,
1,1969-70,25.0,TOT,NBA,PF,65.0,1279.0,7.6,0.404,0.315,,,,6.1,,,,-1.2,1.0,-0.2,-0.007,,,,,
2,1969-70,25.0,LAL,NBA,PF,20.0,478.0,6.1,0.325,0.352,,,,6.7,,,,-0.8,0.7,-0.2,-0.015,,,,,
3,1969-70,25.0,DET,NBA,PF,45.0,801.0,8.4,0.437,0.3,,,,5.7,,,,-0.4,0.4,0.0,-0.002,,,,,
4,1970-71,26.0,DET,NBA,PF,62.0,1725.0,10.9,0.487,0.276,,,12.7,9.5,,,,0.8,1.6,2.4,0.067,,,,,
5,1971-72,27.0,DET,NBA,PF,68.0,1203.0,10.5,0.484,0.296,,,14.6,7.7,,,,0.4,0.2,0.6,0.023,,,,,
6,1972-73,28.0,BUF,NBA,PF,73.0,1332.0,9.8,0.435,0.203,,,12.9,10.6,,,,-0.5,0.4,-0.1,-0.005,,,,,
7,1974-75,30.0,CHI,NBA,PF,18.0,467.0,10.3,0.453,0.178,6.8,19.3,13.1,7.6,0.9,1.2,,0.1,0.7,0.8,0.081,,-1.7,0.3,-1.4,0.1
8,Career,,,NBA,,361.0,7461.0,10.1,0.458,0.246,6.8,19.3,13.3,8.2,0.9,1.2,,-0.1,5.2,5.2,0.033,,-1.7,0.3,-1.4,0.1
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,DET,NBA,,175.0,3729.0,10.2,0.475,0.287,,,13.5,8.1,,,,0.7,2.3,3.0,0.038,,,,,
11,2 seasons,,LAL,NBA,,95.0,1933.0,10.0,0.447,0.222,,,,7.0,,,,-0.3,1.9,1.6,0.039,,,,,
12,1 season,,BUF,NBA,,73.0,1332.0,9.8,0.435,0.203,,,12.9,10.6,,,,-0.5,0.4,-0.1,-0.005,,,,,
13,1 season,,CHI,NBA,,18.0,467.0,10.3,0.453,0.178,6.8,19.3,13.1,7.6,0.9,1.2,,0.1,0.7,0.8,0.081,,-1.7,0.3,-1.4,0.1
