,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1955-56,22.0,ROC,NBA,C,67,2323,22.1,0.422,0.393,,,,,,0.2,5.9,6.0,0.125,
1,1956-57,23.0,ROC,NBA,PF,72,2761,20.1,0.396,0.308,,,,,,-1.3,6.8,5.5,0.096,
2,1957-58,24.0,CIN,NBA,PF,63,2460,20.6,0.402,0.282,,,,,,-0.5,5.0,4.5,0.088,
3,Career,,,NBA,,202,7544,20.9,0.406,0.327,,,,,,-1.6,17.7,16.1,0.102,
