,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,27.0,SYR,NBA,PF,62.0,,,0.452,0.793,,,,,,3.4,2.6,6.0,,
1,1950-51,28.0,SYR,NBA,PF,66.0,,,0.512,0.69,,,,,,7.1,2.2,9.3,,
2,1951-52,29.0,SYR,NBA,PF,66.0,1356.0,13.4,0.425,0.512,,,,,,0.8,1.9,2.8,0.098,
3,1952-53,30.0,TOT,NBA,PF,71.0,2235.0,16.0,0.433,0.603,,,,,,1.7,3.8,5.4,0.117,
4,1952-53,30.0,BLB,NBA,PF,10.0,197.0,12.7,0.43,0.86,,,,,,0.1,0.1,0.2,0.04,
5,1952-53,30.0,MLH,NBA,PF,61.0,2038.0,16.4,0.433,0.583,,,,,,1.6,3.7,5.3,0.124,
6,1953-54,31.0,MLH,NBA,PF,69.0,2170.0,15.5,0.459,0.545,,,,,,2.8,2.4,5.2,0.116,
7,1954-55,32.0,MLH,NBA,PF,9.0,102.0,4.2,0.275,1.211,,,,,,-0.3,0.1,-0.1,-0.065,
8,Career,,,NBA,,343.0,5863.0,15.0,0.457,0.632,,,,,,15.6,13.1,28.6,0.109,
9,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,SYR,NBA,,194.0,1356.0,13.4,0.469,0.665,,,,,,11.3,6.7,18.1,0.098,
11,3 seasons,,MLH,NBA,,139.0,4310.0,15.6,0.441,0.577,,,,,,4.1,6.3,10.4,0.116,
12,1 season,,BLB,NBA,,10.0,197.0,12.7,0.43,0.86,,,,,,0.1,0.1,0.2,0.04,
