,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,28.0,NYK,NBA,PF,65.0,,,0.364,0.401,,,,,,-1.7,1.2,-0.4,,
1,1951-52,29.0,NYK,NBA,PF,62.0,2101.0,16.5,0.391,0.351,,,,,,-0.7,2.3,1.6,0.036,
2,1952-53,30.0,NYK,NBA,PF,70.0,2496.0,15.4,0.394,0.432,,,,,,-1.1,4.4,3.3,0.064,
3,1953-54,31.0,NYK,NBA,PF,72.0,2179.0,14.9,0.419,0.396,,,,,,0.7,1.7,2.4,0.054,
4,1954-55,32.0,NYK,NBA,PF,72.0,2390.0,15.4,0.439,0.352,,,,,,1.3,2.4,3.7,0.074,
5,1955-56,33.0,NYK,NBA,PF,64.0,1537.0,13.9,0.449,0.353,,,,,,1.1,1.0,2.1,0.067,
6,1956-57,34.0,NYK,NBA,PF,71.0,2231.0,12.2,0.417,0.265,,,,,,0.2,1.6,1.8,0.04,
7,1957-58,35.0,DET,NBA,PF,68.0,1435.0,10.4,0.397,0.245,,,,,,-0.7,1.2,0.5,0.017,
8,Career,,,NBA,,544.0,14369.0,14.3,0.409,0.351,,,,,,-0.8,15.9,15.0,0.052,
9,,,,,,,,,,,,,,,,,,,,
10,7 seasons,,NYK,NBA,,476.0,12934.0,14.8,0.41,0.363,,,,,,-0.1,14.7,14.5,0.056,
11,1 season,,DET,NBA,,68.0,1435.0,10.4,0.397,0.245,,,,,,-0.7,1.2,0.5,0.017,
