,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,24.0,WSC,NBA,SG,31.0,,,0.441,0.283,,,,,,1.3,0.5,1.8,,
1,1951-52,25.0,BOS,NBA,SG,63.0,1389.0,17.8,0.465,0.339,,,,,,3.0,1.3,4.3,0.148,
2,1952-53,26.0,BOS,NBA,SG,71.0,2333.0,19.8,0.521,0.434,,,,,,8.4,1.4,9.8,0.201,
3,1953-54,27.0,BOS,NBA,SG,72.0,2467.0,18.8,0.531,0.428,,,,,,9.4,1.0,10.4,0.202,
4,1954-55,28.0,BOS,NBA,SG,68.0,2453.0,17.6,0.508,0.364,,,,,,6.7,1.0,7.7,0.15,
5,1955-56,29.0,BOS,NBA,SG,72.0,2698.0,17.7,0.508,0.336,,,,,,7.2,1.6,8.8,0.157,
6,1956-57,30.0,BOS,NBA,SG,67.0,2403.0,19.6,0.495,0.339,,,,,,7.0,3.4,10.4,0.207,
7,1957-58,31.0,BOS,NBA,SG,63.0,2214.0,18.8,0.485,0.261,,,,,,5.8,2.9,8.7,0.189,
8,1958-59,32.0,BOS,NBA,SG,72.0,2382.0,16.8,0.476,0.267,,,,,,4.5,3.1,7.6,0.154,
9,1959-60,33.0,BOS,NBA,SG,71.0,1916.0,18.5,0.506,0.238,,,,,,5.4,2.5,7.9,0.198,
10,1960-61,34.0,BOS,NBA,SG,61.0,1538.0,17.0,0.484,0.251,,,,,,2.7,2.7,5.4,0.169,
11,Career,,,NBA,,711.0,21793.0,18.3,0.497,0.318,,,,,,61.4,21.3,82.8,0.178,
12,,,,,,,,,,,,,,,,,,,,
13,10 seasons,,BOS,NBA,,680.0,21793.0,18.3,0.498,0.319,,,,,,60.1,20.9,80.9,0.178,
14,1 season,,WSC,NBA,,31.0,,,0.441,0.283,,,,,,1.3,0.5,1.8,,
