,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,,MNM,ABA,SF,63,1191,17.2,0.443,0.0,0.558,,,17.1,10.6,12.1,19.0,,0.0,4.1,4.2,0.168,
1,Career,,,ABA,,63,1191,17.2,0.443,0.0,0.558,,,17.1,10.6,12.1,19.0,,0.0,4.1,4.2,0.168,
