,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,23.0,HSM,ABA,C,71,1756,12.0,0.413,0.0,0.285,,,13.7,7.1,11.3,19.0,,-1.5,2.6,1.1,0.031,
1,Career,,,ABA,,71,1756,12.0,0.413,0.0,0.285,,,13.7,7.1,11.3,19.0,,-1.5,2.6,1.1,0.031,
