,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,26.0,STB,BAA,,61.0,,,0.333,0.244,,,,,,3.9,5.3,9.2,,
1,1947-48,27.0,STB,BAA,,48.0,,,0.377,0.371,,,,,,5.3,3.0,8.3,,
2,1948-49,28.0,STB,BAA,,57.0,,,0.423,0.37,,,,,,5.2,-0.1,5.2,,
3,1949-50,29.0,STB,NBA,,62.0,,,0.419,0.426,,,,,,3.4,0.9,4.3,,
4,1950-51,30.0,TRI,NBA,,30.0,,,0.378,0.312,,,,,,-0.1,1.1,1.0,,
5,Career,,,TOT,,258.0,,,0.385,0.341,,,,,,17.7,10.1,27.8,,
6,,,,BAA,,166.0,,,0.375,0.319,,,,,,14.4,8.2,22.6,,
7,,,,NBA,,92.0,,,0.408,0.396,,,,,,3.3,2.0,5.2,,
8,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,STB,BAA,,228.0,,,0.385,0.343,,,,,,17.8,9.1,26.9,,
10,1 season,,TRI,NBA,,30.0,,,0.378,0.312,,,,,,-0.1,1.1,1.0,,
