,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,31.0,PIT,BAA,,51,,,0.292,0.155,,,,,,-0.5,-0.3,-0.7,,
1,Career,,,BAA,,51,,,0.292,0.155,,,,,,-0.5,-0.3,-0.7,,
