,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,25.0,HSM,ABA,PG,21,252,7.6,0.455,0.085,0.383,,,5.0,10.5,17.3,20.0,,0.1,0.3,0.3,0.064,
1,Career,,,ABA,,21,252,7.6,0.455,0.085,0.383,,,5.0,10.5,17.3,20.0,,0.1,0.3,0.3,0.064,
