,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,23.0,DET,NBA,PF,31.0,271.0,12.3,0.393,0.23,,,,,,-0.2,0.3,0.1,0.017,
1,1959-60,24.0,TOT,NBA,SF,57.0,715.0,10.5,0.41,0.231,,,,,,-0.3,0.7,0.4,0.026,
2,1959-60,24.0,DET,NBA,,7.0,116.0,11.2,0.373,0.167,,,,,,-0.2,0.1,-0.1,-0.034,
3,1959-60,24.0,SYR,NBA,SF,50.0,599.0,10.4,0.419,0.248,,,,,,-0.1,0.6,0.5,0.038,
4,1960-61,25.0,SYR,NBA,SF,75.0,1642.0,11.4,0.487,0.188,,,,,,1.7,1.6,3.3,0.096,
5,1961-62,26.0,TOT,NBA,SF,67.0,1861.0,11.5,0.439,0.242,,,,,,-0.1,0.9,0.7,0.019,
6,1961-62,26.0,CHP,NBA,SF,15.0,498.0,9.5,0.424,0.272,,,,,,-0.2,0.2,0.0,0.0,
7,1961-62,26.0,STL,NBA,SF,52.0,1363.0,12.2,0.446,0.229,,,,,,0.1,0.6,0.7,0.026,
8,1962-63,27.0,TOT,NBA,SF,61.0,1203.0,10.7,0.483,0.253,,,,,,0.7,0.9,1.6,0.066,
9,1962-63,27.0,STL,NBA,SF,42.0,662.0,12.2,0.523,0.292,,,,,,1.0,0.8,1.8,0.127,
10,1962-63,27.0,CHZ,NBA,SF,19.0,541.0,9.0,0.429,0.201,,,,,,-0.2,0.1,-0.1,-0.01,
11,1963-64,28.0,BAL,NBA,SF,71.0,1125.0,7.7,0.421,0.145,,,,,,-0.4,0.8,0.3,0.014,
12,Career,,,NBA,,362.0,6817.0,10.6,0.449,0.217,,,,,,1.3,5.2,6.5,0.046,
13,,,,,,,,,,,,,,,,,,,,
14,2 seasons,,SYR,NBA,,125.0,2241.0,11.1,0.467,0.205,,,,,,1.6,2.2,3.8,0.081,
15,3 seasons,,"CHP,CHZ,BAL",NBA,,105.0,2164.0,8.4,0.424,0.2,,,,,,-0.9,1.1,0.2,0.005,
16,2 seasons,,STL,NBA,,94.0,2025.0,12.2,0.468,0.247,,,,,,1.1,1.4,2.5,0.059,
17,2 seasons,,DET,NBA,,38.0,387.0,11.9,0.386,0.21,,,,,,-0.4,0.5,0.0,0.001,
