,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,25.0,TOT,NBA,PF,68.0,,,0.406,0.541,,,,,,1.4,2.7,4.1,,
1,1949-50,25.0,TRI,NBA,PF,4.0,,,0.416,0.462,,,,,,0.1,0.1,0.2,,
2,1949-50,25.0,FTW,NBA,PF,64.0,,,0.405,0.545,,,,,,1.3,2.6,3.9,,
3,1950-51,26.0,FTW,NBA,PF,68.0,,,0.434,0.428,,,,,,2.6,3.1,5.7,,
4,1951-52,27.0,FTW,NBA,PF,66.0,2148.0,16.2,0.473,0.677,,,,,,3.7,2.3,5.9,0.132,
5,1952-53,28.0,TOT,NBA,,69.0,1424.0,12.4,0.431,0.547,,,,,,0.8,1.4,2.1,0.072,
6,1952-53,28.0,FTW,NBA,,52.0,982.0,11.7,0.402,0.553,,,,,,0.1,1.2,1.3,0.065,
7,1952-53,28.0,BLB,NBA,PF,17.0,442.0,13.8,0.5,0.532,,,,,,0.7,0.1,0.8,0.087,
8,Career,,,NBA,,271.0,3572.0,14.7,0.437,0.535,,,,,,8.4,9.5,17.8,0.108,
9,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,FTW,NBA,,250.0,3130.0,14.8,0.434,0.536,,,,,,7.6,9.2,16.8,0.111,
11,1 season,,BLB,NBA,,17.0,442.0,13.8,0.5,0.532,,,,,,0.7,0.1,0.8,0.087,
12,1 season,,TRI,NBA,,4.0,,,0.416,0.462,,,,,,0.1,0.1,0.2,,
