,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,23.0,TOT,BAA,,50.0,,,0.377,0.236,,,,,,0.3,0.4,0.7,,
1,1948-49,23.0,CHS,BAA,,2.0,,,0.333,0.0,,,,,,0.0,0.0,0.0,,
2,1948-49,23.0,BOS,BAA,,26.0,,,0.345,0.174,,,,,,-0.2,0.4,0.2,,
3,1948-49,23.0,STB,BAA,,22.0,,,0.399,0.284,,,,,,0.5,0.0,0.5,,
4,1949-50,24.0,STB,NBA,,67.0,,,0.38,0.176,,,,,,-0.1,0.3,0.2,,
5,Career,,,TOT,,117.0,,,0.378,0.209,,,,,,0.2,0.7,0.9,,
6,,,,NBA,,67.0,,,0.38,0.176,,,,,,-0.1,0.3,0.2,,
7,,,,BAA,,50.0,,,0.377,0.236,,,,,,0.3,0.4,0.7,,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,STB,BAA,,89.0,,,0.388,0.22,,,,,,0.4,0.2,0.6,,
10,1 season,,BOS,BAA,,26.0,,,0.345,0.174,,,,,,-0.2,0.4,0.2,,
11,1 season,,CHS,BAA,,2.0,,,0.333,0.0,,,,,,0.0,0.0,0.0,,
