,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,24.0,MNM,ABA,PG,26.0,414.0,5.2,0.379,0.067,0.527,,,5.4,10.7,15.2,18.6,,-0.7,0.9,0.2,0.026,
1,1968-69,25.0,HSM,ABA,SG,32.0,723.0,3.8,0.394,0.036,0.559,,,5.2,12.5,20.9,17.4,,-0.9,0.6,-0.4,-0.024,
2,Career,,,ABA,,58.0,1137.0,4.3,0.388,0.048,0.546,,,5.3,11.8,18.7,17.9,,-1.6,1.5,-0.1,-0.006,
3,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,HSM,ABA,,32.0,723.0,3.8,0.394,0.036,0.559,,,5.2,12.5,20.9,17.4,,-0.9,0.6,-0.4,-0.024,
5,1 season,,MNM,ABA,,26.0,414.0,5.2,0.379,0.067,0.527,,,5.4,10.7,15.2,18.6,,-0.7,0.9,0.2,0.026,
