,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1961-62,23.0,TOT,NBA,PG,59.0,2016.0,13.2,0.496,0.241,,,,,,2.5,1.6,4.1,0.098,
1,1961-62,23.0,BOS,NBA,PG,5.0,47.0,17.5,0.49,0.207,,,,,,0.1,0.1,0.2,0.189,
2,1961-62,23.0,NYK,NBA,PG,54.0,1969.0,13.1,0.496,0.243,,,,,,2.4,1.5,3.9,0.096,
3,1962-63,24.0,NYK,NBA,PG,74.0,1488.0,13.8,0.487,0.277,,,,,,1.4,0.7,2.1,0.068,
4,1963-64,25.0,NYK,NBA,PG,76.0,1379.0,13.0,0.471,0.304,,,,,,1.0,0.1,1.1,0.038,
5,1964-65,26.0,BAL,NBA,PG,25.0,172.0,5.7,0.371,0.205,,,,9.4,,-0.3,0.0,-0.3,-0.077,
6,Career,,,NBA,,234.0,5055.0,13.1,0.481,0.269,,,,9.4,,4.6,2.4,7.0,0.067,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,NYK,NBA,,204.0,4836.0,13.3,0.485,0.273,,,,,,4.9,2.3,7.1,0.071,
9,1 season,,BAL,NBA,,25.0,172.0,5.7,0.371,0.205,,,,9.4,,-0.3,0.0,-0.3,-0.077,
10,1 season,,BOS,NBA,,5.0,47.0,17.5,0.49,0.207,,,,,,0.1,0.1,0.2,0.189,
