,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,21.0,TOT,NBA,PF,70.0,1970.0,13.5,0.448,0.473,,,,,,2.0,0.7,2.8,0.067,
1,1953-54,21.0,MLH,NBA,,11.0,166.0,17.0,0.416,0.548,,,,,,0.0,0.2,0.2,0.067,
2,1953-54,21.0,BLB,NBA,PF,59.0,1804.0,13.2,0.452,0.464,,,,,,2.0,0.5,2.5,0.067,
3,1954-55,22.0,TOT,NBA,C,64.0,1326.0,9.5,0.456,0.472,,,,,,1.1,1.2,2.2,0.081,
4,1954-55,22.0,BLB,NBA,,10.0,300.0,,0.421,0.37,,,,,,,,,,
5,1954-55,22.0,BOS,NBA,C,2.0,15.0,3.2,1.136,,,,,,,0.0,0.0,0.0,0.095,
6,1954-55,22.0,FTW,NBA,C,52.0,1011.0,12.4,0.466,0.5,,,,,,1.1,1.2,2.2,0.105,
7,1955-56,23.0,FTW,NBA,C,70.0,1535.0,22.0,0.523,0.666,,,,,,4.9,1.9,6.9,0.214,
8,1956-57,24.0,FTW,NBA,C,60.0,1592.0,17.8,0.489,0.4,,,,,,3.3,1.2,4.5,0.134,
9,1957-58,25.0,DET,NBA,PF,17.0,302.0,11.5,0.41,0.314,,,,,,0.0,0.2,0.2,0.031,
10,Career,,,NBA,,281.0,6725.0,15.6,0.478,0.494,,,,,,11.3,5.2,16.5,0.118,
11,,,,,,,,,,,,,,,,,,,,
12,4 seasons,,"FTW,DET",NBA,,199.0,4440.0,17.6,0.491,0.507,,,,,,9.2,4.5,13.7,0.148,
13,2 seasons,,BLB,NBA,,69.0,2104.0,13.2,0.447,0.449,,,,,,2.0,0.5,2.5,0.057,
14,1 season,,MLH,NBA,,11.0,166.0,17.0,0.416,0.548,,,,,,0.0,0.2,0.2,0.067,
15,1 season,,BOS,NBA,,2.0,15.0,3.2,1.136,,,,,,,0.0,0.0,0.0,0.095,
