,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,24.0,CHS,BAA,,60.0,,,0.341,0.222,,,,,,2.4,2.1,4.5,,
1,1947-48,25.0,CHS,BAA,,48.0,,,0.35,0.276,,,,,,1.9,1.5,3.4,,
2,1948-49,26.0,BOS,BAA,,58.0,,,0.392,0.45,,,,,,2.2,3.1,5.4,,
3,1949-50,27.0,BOS,NBA,,65.0,,,0.427,0.664,,,,,,2.3,1.4,3.6,,
4,Career,,,TOT,,231.0,,,0.373,0.37,,,,,,8.7,8.2,16.9,,
5,,,,BAA,,166.0,,,0.361,0.312,,,,,,6.5,6.8,13.3,,
6,,,,NBA,,65.0,,,0.427,0.664,,,,,,2.3,1.4,3.6,,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,BOS,BAA,,123.0,,,0.405,0.529,,,,,,4.5,4.5,9.0,,
9,2 seasons,,CHS,BAA,,108.0,,,0.345,0.243,,,,,,4.2,3.7,7.9,,
