,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,23.0,TOT,NBA,PG,64.0,1109.0,9.0,0.404,0.251,,,,,,-0.5,0.7,0.3,0.011,
1,1958-59,23.0,CIN,NBA,,22.0,657.0,5.2,0.362,0.246,,,,,,-0.8,0.2,-0.6,-0.046,
2,1958-59,23.0,PHW,NBA,PG,42.0,452.0,14.5,0.445,0.256,,,,,,0.3,0.6,0.9,0.095,
3,1959-60,24.0,PHW,NBA,SG,67.0,1049.0,7.7,0.389,0.244,,,,,,-0.7,1.3,0.5,0.025,
4,1960-61,25.0,PHW,NBA,SG,54.0,610.0,7.6,0.365,0.184,,,,,,-1.1,0.6,-0.5,-0.043,
5,1961-62,26.0,TOT,NBA,SG,40.0,898.0,9.3,0.417,0.378,,,,,,-0.4,0.4,-0.1,-0.004,
6,1961-62,26.0,CHP,NBA,SG,15.0,396.0,9.3,0.403,0.473,,,,,,-0.3,0.2,-0.1,-0.016,
7,1961-62,26.0,STL,NBA,SG,25.0,502.0,9.2,0.429,0.303,,,,,,-0.1,0.2,0.1,0.006,
8,Career,,,NBA,,225.0,3666.0,8.5,0.395,0.265,,,,,,-2.7,2.9,0.2,0.002,
9,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,PHW,NBA,,163.0,2111.0,9.1,0.395,0.226,,,,,,-1.5,2.4,0.9,0.02,
11,1 season,,STL,NBA,,25.0,502.0,9.2,0.429,0.303,,,,,,-0.1,0.2,0.1,0.006,
12,1 season,,CIN,NBA,,22.0,657.0,5.2,0.362,0.246,,,,,,-0.8,0.2,-0.6,-0.046,
13,1 season,,CHP,NBA,,15.0,396.0,9.3,0.403,0.473,,,,,,-0.3,0.2,-0.1,-0.016,
