,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1972-73,23.0,DNR,ABA,PF,47,355,7.8,0.497,0.0,0.444,11.0,18.3,14.6,8.5,,,25.4,23.1,,0.1,0.6,0.7,0.097,
1,Career,,,ABA,,47,355,7.8,0.497,0.0,0.444,11.0,18.3,14.6,8.5,,,25.4,23.1,,0.1,0.6,0.7,0.097,
