,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,21.0,ROC,BAA,SG,56.0,,,0.394,0.321,,,,,,1.4,0.7,2.1,,
1,1949-50,22.0,ROC,NBA,SG,62.0,,,0.439,0.37,,,,,,3.0,1.5,4.5,,
2,1950-51,23.0,ROC,NBA,SG,66.0,,,0.421,0.451,,,,,,1.2,1.0,2.2,,
3,1951-52,24.0,BLB,NBA,SG,55.0,1594.0,10.3,0.391,0.447,,,,,,-0.4,0.8,0.4,0.012,
4,1952-53,25.0,TOT,NBA,,62.0,2148.0,12.4,0.431,0.547,,,,,,1.2,2.7,3.9,0.087,
5,1952-53,25.0,SYR,NBA,,13.0,239.0,10.1,0.428,0.818,,,,,,0.1,0.2,0.3,0.07,
6,1952-53,25.0,MLH,NBA,SF,49.0,1909.0,12.7,0.431,0.516,,,,,,1.1,2.4,3.5,0.089,
7,1953-54,26.0,MLH,NBA,SF,72.0,2370.0,12.6,0.441,0.536,,,,,,2.2,1.9,4.1,0.082,
8,1954-55,27.0,MLH,NBA,SG,69.0,2109.0,9.2,0.389,0.492,,,,,,-0.9,2.3,1.4,0.033,
9,Career,,,TOT,,442.0,8221.0,11.2,0.418,0.456,,,,,,7.7,10.8,18.5,0.057,
10,,,,NBA,,386.0,8221.0,11.2,0.421,0.474,,,,,,6.3,10.1,16.4,0.057,
11,,,,BAA,,56.0,,,0.394,0.321,,,,,,1.4,0.7,2.1,,
12,,,,,,,,,,,,,,,,,,,,
13,3 seasons,,MLH,NBA,,190.0,6388.0,11.5,0.421,0.515,,,,,,2.4,6.6,9.0,0.068,
14,3 seasons,,ROC,BAA,,184.0,,,0.42,0.384,,,,,,5.5,3.2,8.7,,
15,1 season,,BLB,NBA,,55.0,1594.0,10.3,0.391,0.447,,,,,,-0.4,0.8,0.4,0.012,
16,1 season,,SYR,NBA,,13.0,239.0,10.1,0.428,0.818,,,,,,0.1,0.2,0.3,0.07,
