,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,26.0,TOT,ABA,PF,56.0,1294.0,14.2,0.48,0.0,0.538,,,15.0,6.7,18.7,23.4,,1.3,0.5,1.8,0.068,
1,1967-68,26.0,OAK,ABA,PF,43.0,1123.0,14.0,0.487,0.0,0.521,,,14.7,6.6,19.4,23.3,,1.3,0.3,1.6,0.07,
2,1967-68,26.0,PTP,ABA,PF,13.0,171.0,15.4,0.442,0.0,0.649,,,17.1,7.4,13.6,24.0,,0.0,0.2,0.2,0.061,
3,1968-69,27.0,TOT,ABA,PF,13.0,148.0,19.6,0.556,0.0,0.596,,,16.4,5.8,14.4,18.4,,0.3,0.3,0.6,0.189,
4,1968-69,27.0,MNP,ABA,PF,11.0,137.0,17.9,0.554,0.0,0.6,,,15.5,6.3,15.0,17.3,,0.3,0.3,0.5,0.182,
5,1968-69,27.0,HSM,ABA,PF,2.0,11.0,41.3,0.571,0.0,0.571,,,27.0,0.0,10.2,32.0,,0.0,0.0,0.1,0.285,
6,Career,,,ABA,,69.0,1442.0,14.7,0.487,0.0,0.543,,,15.2,6.6,18.3,22.9,,1.6,0.8,2.4,0.081,
7,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,OAK,ABA,,43.0,1123.0,14.0,0.487,0.0,0.521,,,14.7,6.6,19.4,23.3,,1.3,0.3,1.6,0.07,
9,2 seasons,,"PTP,MNP",ABA,,24.0,308.0,16.5,0.484,0.0,0.63,,,16.4,6.9,14.1,21.0,,0.3,0.5,0.7,0.115,
10,1 season,,HSM,ABA,,2.0,11.0,41.3,0.571,0.0,0.571,,,27.0,0.0,10.2,32.0,,0.0,0.0,0.1,0.285,
