,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1968-69,21.0,NOB,ABA,SF,66,756,9.8,0.434,0.035,0.375,,,10.0,7.8,13.8,22.4,,-0.6,0.9,0.3,0.019,
1,1969-70,22.0,NOB,ABA,SF,4,59,10.8,0.469,0.095,0.381,,,10.8,4.8,14.0,18.6,,0.0,0.1,0.1,0.059,
2,Career,,,ABA,,70,815,9.8,0.436,0.039,0.375,,,10.1,7.6,13.8,22.1,,-0.6,0.9,0.4,0.022,
