,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,22.0,DET,NBA,PF,48.0,700.0,16.1,0.462,0.36,,,,,,0.7,1.0,1.7,0.119,
1,1959-60,23.0,DET,NBA,SF,75.0,1416.0,13.7,0.466,0.317,,,,,,1.4,1.1,2.5,0.086,
2,1960-61,24.0,DET,NBA,SF,78.0,1636.0,13.3,0.466,0.267,,,,,,1.4,0.8,2.2,0.063,
3,1961-62,25.0,TOT,NBA,SF,62.0,1225.0,13.5,0.475,0.308,,,,,,1.1,0.6,1.7,0.066,
4,1961-62,25.0,DET,NBA,SF,14.0,190.0,7.3,0.364,0.434,,,,,,-0.4,0.2,-0.2,-0.059,
5,1961-62,25.0,STL,NBA,SF,48.0,1035.0,14.6,0.495,0.287,,,,,,1.5,0.4,1.9,0.088,
6,Career,,,NBA,,263.0,4977.0,13.9,0.468,0.304,,,,,,4.6,3.5,8.1,0.078,
7,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,DET,NBA,,215.0,3942.0,13.7,0.46,0.308,,,,,,3.1,3.1,6.2,0.075,
9,1 season,,STL,NBA,,48.0,1035.0,14.6,0.495,0.287,,,,,,1.5,0.4,1.9,0.088,
