,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1957-58,23.0,PHW,NBA,PF,71.0,2377.0,10.7,0.387,0.201,,,,,,-2.2,2.5,0.3,0.007,
1,1958-59,24.0,PHW,NBA,C,72.0,2743.0,10.8,0.381,0.128,,,,,,-3.8,3.3,-0.6,-0.01,
2,1959-60,25.0,PHW,NBA,PF,71.0,1848.0,7.2,0.346,0.106,,,,,,-4.5,2.6,-1.8,-0.048,
3,1960-61,26.0,STL,NBA,PF,69.0,1491.0,6.1,0.318,0.13,,,,,,-5.1,2.2,-2.8,-0.091,
4,1961-62,27.0,TOT,NBA,PF,63.0,1765.0,9.0,0.366,0.142,,,,,,-3.8,1.1,-2.8,-0.075,
5,1961-62,27.0,STL,NBA,PF,14.0,291.0,7.8,0.375,0.238,,,,,,-0.5,0.1,-0.4,-0.061,
6,1961-62,27.0,CHP,NBA,PF,49.0,1474.0,9.3,0.364,0.126,,,,,,-3.4,1.0,-2.4,-0.078,
7,1962-63,28.0,TOT,NBA,PF,77.0,2034.0,9.1,0.404,0.169,,,,,,-3.0,0.8,-2.2,-0.052,
8,1962-63,28.0,CHZ,NBA,,54.0,1664.0,9.7,0.41,0.164,,,,,,-2.1,0.4,-1.8,-0.052,
9,1962-63,28.0,STL,NBA,PF,23.0,370.0,6.5,0.377,0.19,,,,,,-0.9,0.4,-0.4,-0.056,
10,1965-66,31.0,BOS,NBA,PF,39.0,530.0,4.6,0.331,0.088,,,,3.7,,-1.8,1.0,-0.8,-0.072,
11,Career,,,NBA,,462.0,12788.0,8.9,0.369,0.144,,,,3.7,,-24.2,13.5,-10.7,-0.04,
12,,,,,,,,,,,,,,,,,,,,
13,3 seasons,,PHW,NBA,,214.0,6968.0,9.8,0.373,0.145,,,,,,-10.5,8.4,-2.1,-0.014,
14,3 seasons,,STL,NBA,,106.0,2152.0,6.4,0.334,0.152,,,,,,-6.4,2.8,-3.6,-0.081,
15,2 seasons,,"CHP,CHZ",NBA,,103.0,3138.0,9.5,0.388,0.146,,,,,,-5.5,1.3,-4.2,-0.064,
16,1 season,,BOS,NBA,,39.0,530.0,4.6,0.331,0.088,,,,3.7,,-1.8,1.0,-0.8,-0.072,
