,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,27.0,FTW,BAA,,55.0,,,0.448,0.498,,,,,,3.1,1.8,4.8,,
1,1949-50,28.0,TOT,NBA,,60.0,,,0.394,0.397,,,,,,0.7,2.1,2.7,,
2,1949-50,28.0,FTW,NBA,,31.0,,,0.364,0.353,,,,,,-0.2,1.0,0.8,,
3,1949-50,28.0,AND,NBA,,29.0,,,0.436,0.462,,,,,,0.8,1.1,1.9,,
4,Career,,,TOT,,115.0,,,0.421,0.446,,,,,,3.7,3.9,7.6,,
5,,,,NBA,,60.0,,,0.394,0.397,,,,,,0.7,2.1,2.7,,
6,,,,BAA,,55.0,,,0.448,0.498,,,,,,3.1,1.8,4.8,,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,FTW,BAA,,86.0,,,0.417,0.442,,,,,,2.9,2.8,5.7,,
9,1 season,,AND,NBA,,29.0,,,0.436,0.462,,,,,,0.8,1.1,1.9,,
