,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1975-76,24.0,SAA,ABA,SG,61,688,11.5,0.478,0.069,0.081,6.8,13.2,10.1,6.9,1.0,0.8,11.5,21.8,,0.1,0.6,0.7,0.048,,-2.3,-1.7,-4.0,-0.3
1,1976-77,25.0,SAS,NBA,SG,27,171,10.3,0.426,,0.189,6.1,13.7,9.9,4.7,1.5,1.4,,,,-0.2,0.1,-0.1,-0.023,,-4.6,-1.4,-6.1,-0.2
2,Career,,,TOT,,88,859,11.3,0.467,0.054,0.104,6.6,13.3,10.1,6.5,1.1,0.9,11.5,21.8,,-0.1,0.7,0.6,0.034,,-2.8,-1.6,-4.4,-0.6
3,,,,ABA,,61,688,11.5,0.478,0.069,0.081,6.8,13.2,10.1,6.9,1.0,0.8,11.5,21.8,,0.1,0.6,0.7,0.048,,-2.3,-1.7,-4.0,-0.3
4,,,,NBA,,27,171,10.3,0.426,,0.189,6.1,13.7,9.9,4.7,1.5,1.4,,,,-0.2,0.1,-0.1,-0.023,,-4.6,-1.4,-6.1,-0.2
