,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1951-52,21.0,MLH,NBA,,11,106,1.7,0.199,0.483,,,,,,-0.6,0.1,-0.5,-0.214,
1,Career,,,NBA,,11,106,1.7,0.199,0.483,,,,,,-0.6,0.1,-0.5,-0.214,
