,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1975-76,24.0,DET,NBA,SG,17.0,112.0,4.6,0.388,0.552,2.7,0.0,1.4,8.8,0.8,0.5,,-0.2,0.0,-0.2,-0.07,,-4.7,-1.1,-5.8,-0.2
1,1976-77,25.0,ATL,NBA,PG,6.0,63.0,8.5,0.548,0.667,0.0,3.4,1.7,23.7,0.7,0.0,,0.0,0.0,0.0,0.0,,-4.0,-0.5,-4.5,-0.1
2,Career,,,NBA,,23.0,175.0,6.0,0.436,0.585,1.7,1.2,1.5,14.2,0.8,0.3,,-0.2,0.0,-0.2,-0.045,,-4.5,-0.9,-5.3,-0.2
3,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,DET,NBA,,17.0,112.0,4.6,0.388,0.552,2.7,0.0,1.4,8.8,0.8,0.5,,-0.2,0.0,-0.2,-0.07,,-4.7,-1.1,-5.8,-0.2
5,1 season,,ATL,NBA,,6.0,63.0,8.5,0.548,0.667,0.0,3.4,1.7,23.7,0.7,0.0,,0.0,0.0,0.0,0.0,,-4.0,-0.5,-4.5,-0.1
