,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,22.0,TOT,TOT,SG,36.0,403.0,6.4,0.434,0.014,0.618,,,7.2,8.5,19.3,21.4,,-0.1,0.2,0.0,0.006,
1,1967-68,22.0,CHI,NBA,SG,3.0,11.0,4.3,0.286,,0.0,,,,13.0,,,,-0.1,0.0,-0.1,-0.248,
2,1967-68,22.0,DLC,ABA,SG,33.0,392.0,6.5,0.44,0.015,0.65,,,7.2,8.4,19.3,21.4,,0.0,0.1,0.1,0.013,
3,Career,,,TOT,,36.0,403.0,6.4,0.434,0.014,0.618,,,7.2,8.5,19.3,21.4,,-0.1,0.2,0.0,0.006,
4,,,,ABA,,33.0,392.0,6.5,0.44,0.015,0.65,,,7.2,8.4,19.3,21.4,,0.0,0.1,0.1,0.013,
5,,,,NBA,,3.0,11.0,4.3,0.286,,0.0,,,,13.0,,,,-0.1,0.0,-0.1,-0.248,
6,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,DLC,ABA,,33.0,392.0,6.5,0.44,0.015,0.65,,,7.2,8.4,19.3,21.4,,0.0,0.1,0.1,0.013,
8,1 season,,CHI,NBA,,3.0,11.0,4.3,0.286,,0.0,,,,13.0,,,,-0.1,0.0,-0.1,-0.248,
