,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1959-60,23.0,SYR,NBA,SG,57.0,1235.0,15.1,0.452,0.257,,,,,,,,1.1,1.1,2.2,0.084,,,,,
1,1960-61,24.0,SYR,NBA,SG,78.0,2070.0,17.1,0.492,0.282,,,,,,,,4.1,1.7,5.8,0.135,,,,,
2,1962-63,26.0,LAL,NBA,SG,80.0,2544.0,16.3,0.533,0.362,,,,,,,,5.9,2.1,8.0,0.15,,,,,
3,1963-64,27.0,LAL,NBA,SG,78.0,2620.0,15.7,0.513,0.379,,,,,,,,5.3,1.2,6.5,0.119,,,,,
4,1964-65,28.0,LAL,NBA,SG,74.0,2026.0,13.3,0.483,0.372,,,,11.6,,,,2.5,0.9,3.4,0.081,,,,,
5,1965-66,29.0,NYK,NBA,SG,75.0,2589.0,18.4,0.537,0.45,,,,14.7,,,,7.5,0.5,8.0,0.149,,,,,
6,1966-67,30.0,NYK,NBA,SG,67.0,1969.0,15.6,0.528,0.311,,,,11.6,,,,4.2,0.5,4.7,0.114,,,,,
7,1967-68,31.0,NYK,NBA,SG,81.0,2488.0,16.4,0.54,0.38,,,,13.9,,,,6.0,1.8,7.7,0.149,,,,,
8,1968-69,32.0,NYK,NBA,SG,82.0,2953.0,14.3,0.516,0.33,,,,13.7,,,,5.2,2.6,7.8,0.126,,,,,
9,1969-70,33.0,NYK,NBA,SG,82.0,2772.0,12.9,0.516,0.313,,,,13.7,,,,3.1,3.7,6.8,0.117,,,,,
10,1970-71,34.0,NYK,NBA,SG,82.0,2843.0,12.3,0.487,0.235,,,3.8,10.8,,,,2.0,3.5,5.5,0.093,,,,,
11,1971-72,35.0,NYK,NBA,SG,79.0,2256.0,10.9,0.476,0.234,,,3.3,12.3,,,,0.7,1.9,2.6,0.055,,,,,
12,1972-73,36.0,NYK,NBA,SG,51.0,514.0,8.1,0.401,0.133,,,3.9,13.0,,,,-0.8,0.6,-0.2,-0.022,,,,,
13,1973-74,37.0,NYK,NBA,SG,5.0,58.0,9.4,0.403,0.115,1.8,5.4,3.6,14.6,0.8,0.0,,0.0,0.0,0.0,0.005,,-3.2,-0.4,-3.6,0.0
14,Career,,,NBA,,971.0,28937.0,14.7,0.508,0.327,1.8,5.4,3.6,12.9,0.8,0.0,,46.5,22.1,68.7,0.114,,-3.2,-0.4,-3.6,0.0
15,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9 seasons,,NYK,NBA,,604.0,18442.0,14.2,0.513,0.322,1.8,5.4,3.6,13.0,0.8,0.0,,27.7,15.1,42.8,0.111,,-3.2,-0.4,-3.6,0.0
17,3 seasons,,LAL,NBA,,232.0,7190.0,15.2,0.512,0.371,,,,11.6,,,,13.6,4.3,17.9,0.119,,,,,
18,2 seasons,,SYR,NBA,,135.0,3305.0,16.3,0.477,0.273,,,,,,,,5.2,2.8,8.0,0.116,,,,,
