,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,25.0,TOT,NBA,PG,44.0,691.0,13.1,0.423,0.39,,,,,,0.2,0.5,0.7,0.048,
1,1958-59,25.0,PHW,NBA,,23.0,251.0,12.5,0.403,0.517,,,,,,0.0,0.3,0.3,0.055,
2,1958-59,25.0,CIN,NBA,PG,21.0,440.0,13.4,0.437,0.313,,,,,,0.2,0.2,0.4,0.044,
3,1959-60,26.0,CIN,NBA,PG,72.0,1235.0,11.7,0.445,0.329,,,,,,0.7,0.3,1.1,0.041,
4,1960-61,27.0,TOT,NBA,SG,61.0,816.0,8.9,0.416,0.3,,,,,,-0.2,0.3,0.1,0.007,
5,1960-61,27.0,STL,NBA,,7.0,71.0,5.2,0.414,0.2,,,,,,0.0,0.1,0.1,0.043,
6,1960-61,27.0,CIN,NBA,SG,14.0,86.0,5.3,0.356,0.219,,,,,,-0.1,0.0,-0.1,-0.07,
7,1960-61,27.0,NYK,NBA,SG,40.0,659.0,9.8,0.424,0.32,,,,,,0.0,0.2,0.2,0.013,
8,Career,,,NBA,,177.0,2742.0,11.2,0.43,0.335,,,,,,0.8,1.1,1.9,0.033,
9,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,CIN,NBA,,107.0,1761.0,11.8,0.438,0.319,,,,,,0.8,0.5,1.3,0.036,
11,1 season,,NYK,NBA,,40.0,659.0,9.8,0.424,0.32,,,,,,0.0,0.2,0.2,0.013,
12,1 season,,PHW,NBA,,23.0,251.0,12.5,0.403,0.517,,,,,,0.0,0.3,0.3,0.055,
13,1 season,,STL,NBA,,7.0,71.0,5.2,0.414,0.2,,,,,,0.0,0.1,0.1,0.043,
