,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1968-69,22.0,DET,NBA,C,74.0,1605.0,11.7,0.461,0.309,,,,5.6,,,,0.3,0.6,0.9,0.027,,,,,
1,1969-70,23.0,DET,NBA,C,81.0,2523.0,14.3,0.511,0.379,,,,5.5,,,,2.0,1.5,3.5,0.067,,,,,
2,1970-71,24.0,DET,NBA,C,82.0,1926.0,14.0,0.468,0.315,,,17.6,6.4,,,,0.3,2.1,2.4,0.06,,,,,
3,1971-72,25.0,PHO,NBA,C,81.0,1624.0,12.1,0.461,0.261,,,15.9,7.3,,,,-0.2,2.4,2.3,0.067,,,,,
4,1972-73,26.0,HOU,NBA,C,82.0,2712.0,13.5,0.506,0.246,,,15.0,7.7,,,,2.4,2.2,4.7,0.083,,,,,
5,1973-74,27.0,TOT,NBA,C,78.0,946.0,13.7,0.522,0.258,8.9,22.7,15.8,9.3,1.2,2.7,,0.8,1.1,1.8,0.093,,-0.2,0.7,0.5,0.6
6,1973-74,27.0,HOU,NBA,C,13.0,313.0,10.4,0.469,0.116,6.9,21.7,14.3,7.2,1.4,3.1,,0.0,0.4,0.4,0.061,,-1.5,0.9,-0.5,0.1
7,1973-74,27.0,KCO,NBA,C,65.0,633.0,15.4,0.542,0.316,9.9,23.2,16.5,10.4,1.1,2.6,,0.7,0.7,1.4,0.109,,0.5,0.5,1.0,0.5
8,1974-75,28.0,TOT,NBA,C,42.0,1066.0,11.5,0.482,0.263,8.4,23.1,15.5,10.7,0.9,2.0,,0.1,1.2,1.3,0.056,,-2.2,0.5,-1.7,0.1
9,1974-75,28.0,DET,NBA,C,2.0,11.0,5.4,0.307,0.5,0.0,19.8,10.0,12.2,0.0,4.9,,0.0,0.0,0.0,-0.138,,-4.8,0.0,-4.8,0.0
10,1974-75,28.0,NOJ,NBA,C,40.0,1055.0,11.5,0.485,0.26,8.5,23.2,15.6,10.7,0.9,2.0,,0.1,1.1,1.3,0.058,,-2.1,0.5,-1.7,0.1
11,1975-76,29.0,NOJ,NBA,C,81.0,2407.0,14.2,0.473,0.336,6.6,26.3,16.4,12.4,1.6,3.0,,0.5,4.4,5.0,0.099,,-0.5,2.1,1.6,2.2
12,1976-77,30.0,NOJ,NBA,C,81.0,2084.0,11.5,0.445,0.281,8.0,21.3,14.8,11.2,1.2,2.9,,-0.3,3.2,2.9,0.067,,-1.7,1.7,0.0,1.1
13,Career,,,NBA,,682.0,16893.0,13.1,0.481,0.301,7.7,23.7,15.8,8.4,1.3,2.8,,6.0,18.7,24.7,0.07,,-1.1,1.5,0.4,3.9
14,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4 seasons,,DET,NBA,,239.0,6065.0,13.5,0.483,0.339,0.0,19.8,17.5,5.8,0.0,4.9,,2.5,4.3,6.8,0.054,,-4.8,0.0,-4.8,0.0
16,3 seasons,,NOJ,NBA,,202.0,5546.0,12.7,0.466,0.303,7.5,23.8,15.6,11.6,1.3,2.8,,0.4,8.7,9.1,0.079,,-1.3,1.6,0.4,3.3
17,2 seasons,,HOU,NBA,,95.0,3025.0,13.2,0.503,0.236,6.9,21.7,14.9,7.6,1.4,3.1,,2.5,2.6,5.1,0.081,,-1.5,0.9,-0.5,0.1
18,1 season,,PHO,NBA,,81.0,1624.0,12.1,0.461,0.261,,,15.9,7.3,,,,-0.2,2.4,2.3,0.067,,,,,
19,1 season,,KCO,NBA,,65.0,633.0,15.4,0.542,0.316,9.9,23.2,16.5,10.4,1.1,2.6,,0.7,0.7,1.4,0.109,,0.5,0.5,1.0,0.5
