,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1960-61,28.0,SYR,NBA,C,79,1131,8.9,0.368,0.302,,,,,,-1.8,1.5,-0.3,-0.015,
1,1961-62,29.0,SYR,NBA,C,64,908,11.7,0.409,0.358,,,,,,-0.9,1.5,0.6,0.033,
2,Career,,,NBA,,143,2039,10.1,0.388,0.329,,,,,,-2.7,3.0,0.3,0.007,
