,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1964-65,23.0,NYK,NBA,PF,75.0,2586.0,13.7,0.469,0.354,,,,5.3,,1.8,1.6,3.4,0.063,
1,1965-66,24.0,TOT,NBA,PF,73.0,2191.0,12.8,0.476,0.379,,,,5.5,,1.3,1.6,2.9,0.063,
2,1965-66,24.0,NYK,NBA,PF,7.0,263.0,12.3,0.507,0.467,,,,4.4,,0.3,0.1,0.4,0.071,
3,1965-66,24.0,BAL,NBA,PF,66.0,1928.0,12.9,0.472,0.368,,,,5.7,,1.0,1.5,2.5,0.062,
4,1966-67,25.0,LAL,NBA,PF,80.0,1398.0,11.0,0.485,0.376,,,,4.1,,0.9,1.2,2.1,0.071,
5,1967-68,26.0,TOT,NBA,PF,79.0,1425.0,11.7,0.493,0.383,,,,5.1,,1.1,1.3,2.4,0.081,
6,1967-68,26.0,LAL,NBA,PF,42.0,713.0,10.0,0.477,0.374,,,,4.6,,0.2,0.6,0.8,0.057,
7,1967-68,26.0,CHI,NBA,PF,37.0,712.0,13.4,0.508,0.39,,,,5.5,,0.8,0.7,1.6,0.106,
8,1968-69,27.0,TOT,NBA,"C,PF",59.0,706.0,13.6,0.492,0.425,,,,5.3,,0.7,1.4,2.1,0.141,
9,1968-69,27.0,CHI,NBA,PF,10.0,111.0,11.5,0.416,0.322,,,,1.4,,-0.2,0.1,0.0,-0.01,
10,1968-69,27.0,BOS,NBA,C,49.0,595.0,14.0,0.513,0.455,,,,6.1,,0.8,1.3,2.1,0.169,
11,1969-70,28.0,BOS,NBA,C,77.0,1049.0,11.3,0.46,0.295,,,,6.6,,-0.3,1.4,1.1,0.048,
12,1970-71,29.0,BAL,NBA,PF,11.0,100.0,10.5,0.563,0.393,,,7.1,10.3,,0.2,0.1,0.3,0.145,
13,Career,,,NBA,,454.0,9455.0,12.5,0.477,0.365,,,7.1,5.3,,5.6,8.6,14.2,0.072,
14,,,,,,,,,,,,,,,,,,,,
15,2 seasons,,BOS,NBA,,126.0,1644.0,12.3,0.478,0.346,,,,6.4,,0.5,2.6,3.2,0.092,
16,2 seasons,,LAL,NBA,,122.0,2111.0,10.7,0.482,0.376,,,,4.3,,1.1,1.8,2.9,0.066,
17,2 seasons,,NYK,NBA,,82.0,2849.0,13.6,0.472,0.363,,,,5.2,,2.1,1.7,3.8,0.064,
18,2 seasons,,BAL,NBA,,77.0,2028.0,12.8,0.475,0.369,,,7.1,5.9,,1.2,1.6,2.8,0.066,
19,2 seasons,,CHI,NBA,,47.0,823.0,13.2,0.491,0.378,,,,5.0,,0.7,0.9,1.5,0.09,
