,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1971-72,23.0,ATL,NBA,PF,60.0,890.0,10.2,0.437,0.358,,,10.0,8.0,,,,-0.7,0.5,-0.2,-0.012,,,,,
1,1972-73,24.0,ATL,NBA,PF,77.0,1853.0,13.1,0.477,0.235,,,11.7,9.3,,,,0.9,1.6,2.4,0.063,,,,,
2,1973-74,25.0,DET,NBA,PF,82.0,1489.0,14.8,0.509,0.193,6.7,14.9,10.8,8.4,1.4,1.2,,1.3,2.2,3.5,0.113,,-1.1,0.1,-1.0,0.4
3,1974-75,26.0,DET,NBA,PF,78.0,1472.0,12.3,0.476,0.201,5.4,15.2,10.3,6.7,1.2,0.5,,0.1,0.9,1.0,0.033,,-2.8,-1.7,-4.5,-0.9
4,1975-76,27.0,DET,NBA,PF,76.0,1091.0,15.6,0.483,0.146,7.4,14.5,10.8,7.2,1.4,1.1,,0.8,0.8,1.5,0.068,,-0.8,-1.5,-2.2,-0.1
5,1976-77,28.0,DET,NBA,PF,6.0,68.0,11.5,0.536,0.138,6.1,9.1,7.6,6.0,0.0,0.8,,0.1,0.0,0.1,0.062,,-3.1,-0.8,-3.9,0.0
6,Career,,,NBA,,379.0,6863.0,13.3,0.48,0.216,6.4,14.8,10.8,8.0,1.3,0.9,,2.4,6.0,8.4,0.059,,-1.6,-1.0,-2.6,-0.6
7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,DET,NBA,,242.0,4120.0,14.1,0.49,0.181,6.4,14.8,10.6,7.4,1.3,0.9,,2.2,3.9,6.1,0.072,,-1.6,-1.0,-2.6,-0.6
9,2 seasons,,ATL,NBA,,137.0,2743.0,12.1,0.464,0.275,,,11.2,8.8,,,,0.2,2.1,2.2,0.039,,,,,
