,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,33.0,TOT,BAA,,48.0,,,0.343,0.358,,,,,,2.1,0.8,2.8,,
1,1947-48,33.0,BLB,BAA,,34.0,,,0.347,0.365,,,,,,1.7,0.7,2.4,,
2,1947-48,33.0,BOS,BAA,,14.0,,,0.332,0.337,,,,,,0.4,0.1,0.5,,
3,1948-49,34.0,TOT,BAA,,45.0,,,0.295,0.409,,,,,,-1.0,0.7,-0.3,,
4,1948-49,34.0,MNL,BAA,,24.0,,,0.251,0.435,,,,,,-0.9,0.2,-0.6,,
5,1948-49,34.0,CHS,BAA,,21.0,,,0.341,0.382,,,,,,-0.1,0.4,0.3,,
6,Career,,,BAA,,93.0,,,0.332,0.369,,,,,,1.0,1.5,2.5,,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,BLB,BAA,,34.0,,,0.347,0.365,,,,,,1.7,0.7,2.4,,
9,1 season,,MNL,BAA,,24.0,,,0.251,0.435,,,,,,-0.9,0.2,-0.6,,
10,1 season,,CHS,BAA,,21.0,,,0.341,0.382,,,,,,-0.1,0.4,0.3,,
11,1 season,,BOS,BAA,,14.0,,,0.332,0.337,,,,,,0.4,0.1,0.5,,
