,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1977-78,23.0,HOU,NBA,SG,7,21,5.3,0.333,0.0,4.9,15.6,10.1,11.9,2.3,0.0,25.0,15.2,,-0.1,0.0,0.0,-0.092,,-4.4,-0.1,-4.5,0.0
1,Career,,,NBA,,7,21,5.3,0.333,0.0,4.9,15.6,10.1,11.9,2.3,0.0,25.0,15.2,,-0.1,0.0,0.0,-0.092,,-4.4,-0.1,-4.5,0.0
