,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1968-69,22.0,NOB,ABA,SG,77.0,1315.0,11.4,0.491,0.307,0.252,,,3.8,17.6,,16.2,19.6,,1.0,1.4,2.3,0.085,
1,1969-70,23.0,NOB,ABA,SG,83.0,1728.0,10.9,0.47,0.375,0.201,,,3.1,11.5,,10.6,21.7,,0.2,1.5,1.6,0.046,
2,1970-71,24.0,UTS,ABA,SG,71.0,1414.0,14.1,0.505,0.193,0.26,,,3.9,17.7,,12.9,21.4,,1.2,1.9,3.1,0.107,
3,1971-72,25.0,UTS,ABA,SG,14.0,97.0,6.0,0.473,0.25,0.194,4.0,5.4,4.7,17.3,,23.5,20.3,,0.0,0.1,0.1,0.037,
4,Career,,,ABA,,245.0,4554.0,11.9,0.487,0.297,0.233,4.0,5.4,3.6,15.3,,13.1,21.0,,2.4,4.8,7.2,0.076,
5,,,,,,,,,,,,,,,,,,,,,,,,
6,2 seasons,,NOB,ABA,,160.0,3043.0,11.1,0.478,0.348,0.221,,,3.4,14.1,,12.9,20.8,,1.1,2.8,4.0,0.063,
7,2 seasons,,UTS,ABA,,85.0,1511.0,13.5,0.503,0.196,0.257,4.0,5.4,4.0,17.7,,13.6,21.4,,1.2,2.0,3.2,0.102,
