,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,23.0,TOT,NBA,,20.0,95.0,17.0,0.559,,0.575,,,,4.8,,,,0.3,0.1,0.4,0.186,
1,1967-68,23.0,STL,NBA,,19.0,85.0,19.6,0.577,,0.579,,,,5.4,,,,0.3,0.1,0.4,0.223,
2,1967-68,23.0,BAL,NBA,,1.0,10.0,-5.1,0.205,,0.5,,,,0.0,,,,0.0,0.0,0.0,-0.133,
3,1968-69,24.0,BAL,NBA,,21.0,86.0,14.1,0.437,,0.278,,,,3.3,,,,-0.1,0.1,0.1,0.041,
4,1969-70,25.0,TOT,TOT,,28.0,451.0,20.2,0.525,0.016,0.389,,,9.3,7.9,10.1,27.2,,0.9,0.4,1.3,0.136,
5,1969-70,25.0,LAS,ABA,,26.0,445.0,20.5,0.527,0.016,0.39,,,9.3,8.0,10.1,27.2,,0.9,0.4,1.3,0.141,
6,1969-70,25.0,DET,NBA,,2.0,6.0,-7.9,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,-0.2,
7,1970-71,26.0,TOT,ABA,,56.0,679.0,13.1,0.508,0.063,0.347,,,11.3,9.5,18.3,22.4,,0.6,0.8,1.4,0.1,
8,1970-71,26.0,UTS,ABA,,17.0,190.0,13.6,0.495,0.077,0.356,,,10.3,8.2,17.8,28.2,,0.1,0.3,0.4,0.106,
9,1970-71,26.0,DNR,ABA,,39.0,489.0,12.9,0.515,0.055,0.342,,,11.6,9.9,18.5,20.1,,0.5,0.5,1.0,0.097,
10,Career,,,TOT,,125.0,1311.0,15.9,0.513,0.035,0.371,,,10.5,8.2,14.7,24.3,,1.7,1.4,3.1,0.115,
11,,,,ABA,,82.0,1124.0,16.1,0.517,0.042,0.366,,,10.5,8.9,14.7,24.3,,1.5,1.2,2.7,0.116,
12,,,,NBA,,43.0,187.0,14.9,0.488,,0.4,,,,4.0,,,,0.2,0.2,0.4,0.107,
13,,,,,,,,,,,,,,,,,,,,,,,
14,2 seasons,,"LAS,UTS",ABA,,43.0,635.0,18.5,0.518,0.034,0.38,,,9.6,8.1,12.5,27.5,,1.1,0.7,1.7,0.13,
15,1 season,,DNR,ABA,,39.0,489.0,12.9,0.515,0.055,0.342,,,11.6,9.9,18.5,20.1,,0.5,0.5,1.0,0.097,
16,2 seasons,,BAL,NBA,,22.0,96.0,12.1,0.428,,0.286,,,,3.0,,,,-0.1,0.1,0.0,0.023,
17,1 season,,STL,NBA,,19.0,85.0,19.6,0.577,,0.579,,,,5.4,,,,0.3,0.1,0.4,0.223,
18,1 season,,DET,NBA,,2.0,6.0,-7.9,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,-0.2,
