,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2019-20,19.0,LAL,NBA,SG,6.0,81.0,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,,0.0,0.2,0.1,0.07,,-4.0,2.0,-2.1,0.0
1,2020-21,20.0,LAL,NBA,SG,65.0,1304.0,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,,-0.1,2.2,2.1,0.078,,-2.6,1.5,-1.2,0.3
2,2021-22,21.0,LAL,NBA,SG,60.0,1511.0,11.0,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,,-0.2,1.2,1.1,0.033,,-3.2,-0.2,-3.3,-0.5
3,2022-23,22.0,UTA,NBA,SG,65.0,1313.0,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,,-0.3,1.1,0.8,0.029,,-1.1,-0.5,-1.6,0.2
4,Career,,,NBA,,196.0,4209.0,12.5,0.515,0.317,0.255,2.7,12.2,7.5,20.5,2.0,1.7,14.7,22.1,,-0.6,4.7,4.1,0.046,,-2.4,0.3,-2.1,-0.1
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3 seasons,,LAL,NBA,,131.0,2896.0,11.9,0.519,0.308,0.244,2.4,11.5,7.0,17.4,2.2,1.6,14.2,20.3,,-0.3,3.6,3.3,0.054,,-2.9,0.6,-2.3,-0.2
7,1 season,,UTA,NBA,,65.0,1313.0,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,,-0.3,1.1,0.8,0.029,,-1.1,-0.5,-1.6,0.2
