,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,23.0,ROC,NBA,SG,13.0,423.0,13.6,0.43,0.483,,,,,,0.2,0.6,0.8,0.096,
1,1958-59,25.0,TOT,NBA,PG,46.0,1109.0,11.5,0.408,0.386,,,,,,-0.3,0.7,0.4,0.017,
2,1958-59,25.0,CIN,NBA,,20.0,666.0,13.1,0.417,0.272,,,,,,0.0,0.3,0.3,0.02,
3,1958-59,25.0,STL,NBA,PG,26.0,443.0,9.1,0.394,0.592,,,,,,-0.3,0.4,0.1,0.011,
4,1959-60,26.0,STL,NBA,PG,70.0,1354.0,9.5,0.426,0.41,,,,,,0.1,1.0,1.0,0.037,
5,1960-61,27.0,STL,NBA,SG,76.0,1968.0,10.5,0.423,0.344,,,,,,-0.2,2.8,2.6,0.063,
6,1961-62,28.0,TOT,NBA,SG,71.0,2388.0,11.4,0.432,0.344,,,,,,-0.3,1.4,1.1,0.022,
7,1961-62,28.0,STL,NBA,,14.0,271.0,11.9,0.464,0.388,,,,,,0.2,0.1,0.3,0.049,
8,1961-62,28.0,CHP,NBA,SG,57.0,2117.0,11.3,0.428,0.338,,,,,,-0.4,1.3,0.8,0.019,
9,1962-63,29.0,CHZ,NBA,PG,73.0,2648.0,11.4,0.465,0.391,,,,,,0.9,0.7,1.6,0.029,
10,1963-64,30.0,BAL,NBA,PG,75.0,2064.0,11.6,0.472,0.42,,,,,,1.3,1.3,2.6,0.061,
11,1964-65,31.0,BAL,NBA,PG,70.0,1086.0,11.6,0.461,0.438,,,,17.4,,0.6,0.2,0.8,0.037,
12,1965-66,32.0,BOS,NBA,,10.0,92.0,7.5,0.421,0.516,,,,12.6,,-0.1,0.1,0.1,0.048,
13,Career,,,NBA,,504.0,13132.0,11.2,0.442,0.387,,,,17.0,,2.4,8.7,11.1,0.041,
14,,,,,,,,,,,,,,,,,,,,
15,4 seasons,,"CHP,CHZ,BAL",NBA,,275.0,7915.0,11.4,0.455,0.389,,,,17.4,,2.4,3.5,5.9,0.036,
16,4 seasons,,STL,NBA,,186.0,4036.0,10.1,0.424,0.394,,,,,,-0.2,4.2,4.0,0.048,
17,2 seasons,,"ROC,CIN",NBA,,33.0,1089.0,13.3,0.421,0.345,,,,,,0.3,0.9,1.1,0.05,
18,1 season,,BOS,NBA,,10.0,92.0,7.5,0.421,0.516,,,,12.6,,-0.1,0.1,0.1,0.048,
