,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,25.0,KEN,ABA,PF,69,1181,8.2,0.399,0.019,0.396,,,16.7,8.6,21.6,17.3,,-1.1,1.9,0.8,0.031,
1,Career,,,ABA,,69,1181,8.2,0.399,0.019,0.396,,,16.7,8.6,21.6,17.3,,-1.1,1.9,0.8,0.031,
