,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1955-56,21.0,ROC,NBA,SF,72,2186,15.9,0.464,0.302,,,,,,2.8,3.1,5.9,0.129,
1,1956-57,22.0,ROC,NBA,SG,72,2338,17.1,0.496,0.355,,,,,,6.2,2.6,8.8,0.18,
2,1957-58,23.0,CIN,NBA,SF,72,2178,18.9,0.514,0.385,,,,,,7.0,2.2,9.3,0.204,
3,1958-59,24.0,CIN,NBA,SF,72,2713,21.3,0.479,0.33,,,,,,6.3,1.0,7.3,0.129,
4,1959-60,25.0,CIN,NBA,SF,75,3023,21.1,0.487,0.369,,,,,,7.6,0.7,8.3,0.131,
5,1960-61,26.0,CIN,NBA,SF,79,2920,19.6,0.532,0.339,,,,,,9.4,0.1,9.6,0.157,
6,1961-62,27.0,CIN,NBA,SF,80,2991,16.8,0.528,0.282,,,,,,7.5,1.1,8.6,0.138,
7,1962-63,28.0,CIN,NBA,SF,80,2623,17.7,0.529,0.281,,,,,,5.8,1.5,7.3,0.133,
8,1963-64,29.0,CIN,NBA,SF,68,1996,14.6,0.495,0.23,,,,,,2.8,1.5,4.3,0.105,
9,1964-65,30.0,CIN,NBA,SF,80,2236,13.9,0.487,0.221,,,,8.9,,2.9,1.0,3.9,0.083,
10,1965-66,31.0,CIN,NBA,SF,73,943,14.6,0.494,0.235,,,,9.1,,1.3,0.6,1.8,0.094,
11,Career,,,NBA,,823,26147,17.8,0.502,0.312,,,,9.0,,59.6,15.4,75.0,0.138,
