,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1970-71,21.0,VIR,ABA,PF,55.0,725.0,15.0,0.501,0.003,0.416,,,14.9,7.6,,,13.6,22.3,,0.5,0.8,1.3,0.087,
1,1971-72,22.0,VIR,ABA,PF,7.0,73.0,1.1,0.362,0.0,0.057,7.2,13.2,10.2,3.4,,,20.1,22.1,,-0.2,0.1,-0.1,-0.096,
2,1972-73,23.0,DLC,ABA,PF,9.0,63.0,1.7,0.318,0.0,0.37,9.3,15.0,12.1,6.4,,,11.3,21.9,,-0.3,0.0,-0.3,-0.195,
3,Career,,,ABA,,71.0,861.0,12.8,0.478,0.003,0.381,8.2,14.0,14.3,7.1,,,14.0,22.2,,0.0,0.9,0.9,0.051,
4,,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,VIR,ABA,,62.0,798.0,13.7,0.49,0.003,0.382,7.2,13.2,14.5,7.2,,,14.1,22.2,,0.3,0.9,1.2,0.07,
6,1 season,,DLC,ABA,,9.0,63.0,1.7,0.318,0.0,0.37,9.3,15.0,12.1,6.4,,,11.3,21.9,,-0.3,0.0,-0.3,-0.195,
