,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,28.0,TOT,BAA,,58.0,,,0.383,0.473,,,,,,1.0,2.7,3.6,,
1,1948-49,28.0,FTW,BAA,,37.0,,,0.38,0.528,,,,,,0.5,1.6,2.1,,
2,1948-49,28.0,BOS,BAA,,21.0,,,0.386,0.406,,,,,,0.4,1.1,1.5,,
3,1949-50,29.0,BOS,NBA,,60.0,,,0.438,0.515,,,,,,3.2,1.6,4.8,,
4,Career,,,TOT,,118.0,,,0.414,0.496,,,,,,4.2,4.3,8.4,,
5,,,,NBA,,60.0,,,0.438,0.515,,,,,,3.2,1.6,4.8,,
6,,,,BAA,,58.0,,,0.383,0.473,,,,,,1.0,2.7,3.6,,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,BOS,BAA,,81.0,,,0.425,0.486,,,,,,3.6,2.7,6.3,,
9,1 season,,FTW,BAA,,37.0,,,0.38,0.528,,,,,,0.5,1.6,2.1,,
