,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,24.0,NYK,NBA,SG,72.0,1793.0,12.9,0.42,0.418,,,,,,0.5,1.3,1.7,0.046,
1,1957-58,25.0,NYK,NBA,SG,63.0,2368.0,14.9,0.435,0.525,,,,,,1.8,1.7,3.5,0.07,
2,1958-59,26.0,NYK,NBA,SG,71.0,2558.0,19.0,0.509,0.483,,,,,,6.7,1.7,8.4,0.158,
3,1959-60,27.0,NYK,NBA,SG,74.0,2429.0,21.5,0.493,0.429,,,,,,6.1,1.3,7.4,0.146,
4,1960-61,28.0,NYK,NBA,SG,79.0,3023.0,17.8,0.472,0.405,,,,,,4.3,1.1,5.4,0.086,
5,1961-62,29.0,NYK,NBA,SG,78.0,3348.0,21.1,0.516,0.402,,,,,,9.2,3.0,12.1,0.174,
6,1962-63,30.0,NYK,NBA,SG,79.0,2712.0,18.8,0.517,0.435,,,,,,5.9,1.4,7.2,0.128,
7,1963-64,31.0,TOT,NBA,SG,80.0,2366.0,14.7,0.508,0.501,,,,,,3.9,2.4,6.3,0.127,
8,1963-64,31.0,NYK,NBA,SG,2.0,26.0,34.1,0.714,0.313,,,,,,0.3,0.0,0.3,0.488,
9,1963-64,31.0,STL,NBA,SG,78.0,2340.0,14.5,0.504,0.505,,,,,,3.7,2.4,6.0,0.123,
10,1964-65,32.0,STL,NBA,SG,57.0,1678.0,16.4,0.517,0.455,,,,23.9,,3.7,1.9,5.7,0.162,
11,1965-66,33.0,STL,NBA,SG,80.0,2363.0,16.3,0.498,0.447,,,,23.3,,3.6,2.0,5.7,0.115,
12,1966-67,34.0,STL,NBA,SG,80.0,2275.0,14.4,0.502,0.46,,,,20.6,,3.1,1.6,4.7,0.099,
13,1968-69,36.0,ATL,NBA,SG,27.0,472.0,13.5,0.526,0.667,,,,25.8,,0.7,0.5,1.2,0.119,
14,1969-70,37.0,ATL,NBA,SG,8.0,64.0,3.5,0.306,0.091,,,,20.4,,-0.1,0.0,-0.1,-0.049,
15,Career,,,NBA,,848.0,27449.0,17.3,0.493,0.446,,,,22.7,,49.3,19.9,69.2,0.121,
16,,,,,,,,,,,,,,,,,,,,
17,8 seasons,,NYK,NBA,,518.0,18257.0,18.4,0.488,0.436,,,,,,34.6,11.4,46.0,0.121,
18,6 seasons,,"STL,ATL",NBA,,330.0,9192.0,15.1,0.505,0.471,,,,22.7,,14.7,8.4,23.1,0.121,
